,Cargo Name,Cargo ID,Cargo Weight,Transport Distance,Hour,Minutes,Ferry?,Ferry Length,Ferry Cost,Origin City,Origin City ID,Origin Country,Origin Company,Origin Company ID,Destination City,Destination City ID,Destination Country,Destiantion Company,Destination Company ID,Transport Type,Trailer Type,High Value Cargo,Heavy Cargo,Fragile Cargo,ADR Cargo,ADR Class & Type,Special Transport,Price Per KM,Price
100,Mozzarela,76,20,1053,15,18,No,0,0,Berlin,3,Germany,Euro Goodies,,Geneva,,Switzerland,Posped,,Very Urgent,Refrigerated,No,No,No,No,Nil,No,36.08,38594
127,Nitrogen,92,7,664,10,4,No,0,0,Berlin,3,Germany,NBFC,,Rotterdam,,Netherlands,WGCC,,Very Urgent,Tank,No,No,Yes,Yes,Class 2- Gases,No,52.38,35379
131,Fuel Oil,93,23,709,10,24,No,0,0,Berlin,3,Germany,NBFC,,Innsbruck,,Austria,RTLOG,,Normal,Tank,No,No,No,Yes,Class 3- Flammable Liquids,No,48.36,34890
178,Asphalt Miller- AM0880,97,44,599,9,12,No,0,0,Berlin,3,Germany,Sand Builders,,Linz,,Austria,RTLOG,,Very Urgent,Low bed,Yes,Yes,No,No,Nil,No,50.73,30986
531,Industrial Condenser,119,60,187,2,48,No,0,0,Berlin,3,Germany,Government,,Szczecin,,Poland,Government,,Normal,Low bed,Yes,Yes,No,No,Nil,Yes,62.99,12390
646,Rye,169,21,392,6,4,No,0,0,Berlin,3,Germany,Euro Acers,,Lodz,,Poland,Posped,,Urgent,Silo,No,No,No,No,Nil,No,19.16,8112
560,High-Tech Device,174,45,187,2,48,No,0,0,Berlin,3,Germany,Government,,Szczecin,,Poland,Government,,Normal,Low bed,Yes,Yes,No,No,Nil,Yes,58.15,11484
433,Sulphuric Acid,181,14,449,6,42,No,0,0,Berlin,3,Germany,NBFC,,Nurmeberg,,Germany,Trameri,,Urgent,Tank,No,No,No,Yes,Class 8- Corrosive substances,No,31.37,16034
136,Cars,10,10,653,11,9,No,0,0,Prague,77,Czech Republic,Scout,,Gdansk,,Poland,LKW,,Urgent,Flatbeds,Yes,No,Yes,No,Nil,No,53.03,34275
54,Excavator Volvo EC220E,44,20,1005,14,58,No,0,0,Prague,77,Czech Republic,Stein Brunch,,Rotterdam,,Netherlands,Sand Builders,,Very Urgent,Low bed,Yes,No,No,No,Nil,No,45.6,46432
231,Excavator Volvo EW240E MH,45,26,667,10,13,No,0,0,Prague,77,Czech Republic,Stein Brunch,,Dortmund,,Germany,Treeet,,Normal,Flatbeds,Yes,Yes,No,No,Nil,No,38.65,26378
518,Empty Pallets,53,22,445,6,34,No,0,0,Prague,77,Czech Republic,Sell Plan,,Frankfurt,,Germany,Tradeaux,,Urgent,Curtainsiders,No,No,No,No,Nil,No,27.57,12868
121,Used Packaging,63,20,1347,19,36,Yes,60,300,Prague,77,Czech Republic,Sell Plan,,Felixstowe,,England,LKW,,Normal,Curtainsiders,No,No,No,No,Nil,No,25.91,35802
367,Large Tubes,100,22,535,8,2,No,0,0,Prague,77,Czech Republic,Stein Brunch,,Garz,,Austria,FCP,,Very Urgent,Low bed,No,No,No,No,Nil,No,34.2,18896
222,Caviar,128,14,741,10,30,No,0,0,Prague,77,Czech Republic,Euro Goodies,,Debrecen,,Hungary,Euro Goodies,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,35.81,27136
546,Smoked Sparts,131,17,323,4,38,No,0,0,Prague,77,Czech Republic,Tradeaux,,Ostrava,,Czech Republic,Kaarfor,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,34.46,11731
303,Haul Truck Chassis,132,55,321,5,21,No,0,0,Prague,77,Czech Republic,Government,,Nurmeberg,,Germany,Government,,Normal,Low bed,Yes,Yes,No,No,Nil,Yes,64.76,21413
302,Massive Tech Part,156,44,321,5,21,No,0,0,Prague,77,Czech Republic,Government,,Nurmeberg,,Germany,Government,,Normal,Low bed,Yes,Yes,No,No,Nil,Yes,64.76,21413
497,Lamb Stomachs,170,13,439,7,30,No,0,0,Prague,77,Czech Republic,Euro Goodies,,Lodz,,Poland,LKW,,Normal,Refrigerated,No,No,No,No,Nil,No,29.6,13595
393,Almond,173,17,559,7,49,No,0,0,Prague,77,Czech Republic,Tradeaux,,Budapest,,Hungary,Kaarfor,,Urgent,Curtainsiders,No,No,No,No,Nil,No,30.46,17626
589,Gravel,202,21,622,10,18,No,0,0,Prague,77,Czech Republic,Stein Brunch,,Warsaw,,Poland,Posped,,Urgent,Bulk Carriers,No,No,No,No,Nil,No,16.01,10559
240,Cars,10,10,483,7,9,Yes,60,300,Birmingham,7,England,BCP,,Lille,,France,Tradeaux,,Urgent,Flatbeds,Yes,No,Yes,No,Nil,No,51.93,25984
211,Cheese,18,18,752,10,46,Yes,60,300,Birmingham,7,England,Posped,,Rotterdam,,Netherlands,Transinet,,Very Urgent,Refrigerated,No,No,No,No,Nil,No,35.99,27962
47,Rock Bucket Volvo SPN PT SEG,40,3,1303,18,54,Yes,60,300,Birmingham,7,England,Sand Builders,,Leipzig ,,Germany,Treeet,,Urgent,Low bed,Yes,No,No,No,Nil,No,36.14,47995
375,Tractors,41,11,360,4,40,No,0,0,Birmingham,7,England,Treeet,,Plymouth,,England,Euro Acers,,Very Urgent,Low bed,No,No,No,No,Nil,No,49.9,18564
99,Fuel Tanks,43,10,1121,16,18,Yes,60,300,Birmingham,7,England,Posped,,Bremen,,Germany,Posped,,Normal,Curtainsiders,No,No,No,No,Nil,No,33.79,38777
608,Empty Pallets,53,22,321,4,15,No,0,0,Birmingham,7,England,Treeet,,Dover,,England,LKW,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,28.65,9798
124,Sawdust Pannels,91,21,1072,16,43,Yes,60,300,Birmingham,7,England,Treeet,,Hanover,,Germany,Stein Brunch,,Normal,Curtainsiders,No,No,No,No,Nil,No,32.32,35545
387,Mobile Crane - UTM SD-833,113,36,360,4,40,No,0,0,Birmingham,7,England,Treeet,,Plymouth,,England,Stokes,,Urgent,Low bed,Yes,Yes,No,No,Nil,No,47.67,17761
238,Juice Concentrate,133,23,1050,14,22,Yes,60,300,Birmingham,7,England,Posped,,Dijon,,France,Euro Goodies,,Normal,Tank,No,No,No,No,Nil,No,23.64,26039
526,Outdoor Floor Tiles ,11,20,364,5,7,No,0,0,Kosice,45,Slovakia,ITCC,,Krakow,,Poland,Tradeaux,,Urgent,Curtainsiders,No,No,No,No,Nil,No,33.2,12686
11,Shock Absorbers,12,16,1464,20,47,No,0,0,Kosice,45,Slovakia,LKW,,Geneva,,Switzerland,Posped,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,44.88,66309
41,Train Undercarriage,25,20,929,14,33,No,0,0,Kosice,45,Slovakia,ITCC,,Szczecin,,Poland,Transinet,,Very Urgent,Flatbeds,Yes,No,No,No,Nil,No,52.96,49797
679,Iron Pipes,31,18,224,3,29,No,0,0,Kosice,45,Slovakia,ITCC,,Budapest,,Hungary,Tradeaux,,Very Urgent,Low bed,No,No,No,No,Nil,No,29.07,7111
555,Used Plastics,35,9,539,9,21,No,0,0,Kosice,45,Poland,LKW,,Bialystok,,Poland,Transinet,,Normal,Curtainsiders,No,No,No,No,Nil,No,20.37,11578
706,Used Plastics,35,7,248,3,34,No,0,0,Kosice,45,Slovakia,Sell Plan,,B.Bystrica,,Slovakia,Posped,,Urgent,Container Chassis,No,No,No,No,Nil,No,19.39,5409
418,Liver Paste,39,17,560,8,8,No,0,0,Kosice,45,Slovakia,LKW,,Lodz,,Poland,LKW,,Normal,Refrigerated,No,No,No,No,Nil,No,28.77,16714
466,Empty Pallets,53,22,488,6,47,No,0,0,Kosice,45,Slovakia,Sell Plan,,Vienna,,Austria,CNP,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,29.43,14964
277,Olives,54,18,777,11,4,No,0,0,Kosice,45,Slovakia,LKW,,Dresden,,Germany,Transinet,,Normal,Curtainsiders,No,No,No,No,Nil,No,29.9,23831
697,Used Packaging,63,20,248,3,34,No,0,0,Kosice,45,Slovakia,Sell Plan,,B.Bystrica,,Slovakia,Posped,,Normal,Curtainsiders,No,No,No,No,Nil,No,22.19,6104
547,Computer Processers,111,3,248,3,33,No,0,0,Kosice,45,Slovakia,LKW,,B.Bystrica,,Slovakia,Posped,,Urgent,Curtainsiders,Yes,No,Yes,No,Nil,No,44.85,11724
343,Metal Beams,167,21,680,9,28,No,0,0,Kosice,45,Slovakia,LKW,,Garz,,Austria,Stein Brunch,,Urgent,Flatbeds,No,No,No,No,Nil,No,28.16,19746
493,High-Tech Device,174,45,227,3,35,No,0,0,Kosice,45,Slovakia,Government,,Budapest,,Germany,Government,,Normal,Low bed,Yes,Yes,No,No,Nil,Yes,58.15,13825
507,Gaint Silo,194,40,227,3,35,No,0,0,Kosice,45,Slovakia,Government,,Budapest,,Hungary,Government,,Normal,Low bed,Yes,Yes,No,No,Nil,Yes,55.73,13274
102,Logs,13,22,1238,17,47,Yes,60,300,Manchester,59,England,Treeet,,Hanover,,Germany,Tradeaux,,Urgent,Flatbeds,No,No,No,No,Nil,No,30.32,38432
28,Nylon Cord,24,13,1582,22,13,Yes,60,300,Manchester,59,England,LKW,,Innsbruck,,Austria,RTLOG,,Urgent,Curtainsiders,No,No,No,No,Nil,No,32.76,52728
444,Empty Pallets,53,22,586,7,56,No,0,0,Manchester,59,England,Treeet,,Aberdeen,,England,Stokes,,Normal,Curtainsiders,No,No,No,No,Nil,No,25.55,15572
602,Empty Pallets,53,22,299,15,22,Yes,30,995,Manchester,59,England,FCP,,Amsterdam,,Netherlands,Stokes,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,28.65,10162
638,Nuts,62,18,223,14,17,Yes,370,995,Manchester,59,England,LKW,,Rotterdam,,Netherlands,Transinet,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,31.02,8512
610,Backhoe Loder,68,8,228,14,20,Yes,370,995,Manchester,59,England,Treeet,,Rotterdam,,Netherlands,Posped,,Normal,Low bed,Yes,No,No,No,Nil,No,35.43,9672
155,Pesticides,105,10,1751,24,59,Yes,60,300,Manchester,59,England,WGCC,,Brno,,Czech Republic,Euro Acers,,Normal,Tank,No,No,No,Yes,Class 6- Toxic & Infectious substances,No,18.22,32807
258,Arsenic,138,9,1133,15,34,Yes,60,300,Manchester,59,England,WGCC,,Strasbourg,,France,WGCC,,Very Urgent,Tank,No,No,No,Yes,Class 6- Toxic & Infectious substances,No,21.2,24919
672,Beverages,148,21,233,3,6,No,0,0,Manchester,59,England,LKW,,Newcastle,,England,Sell Plan,,Normal,Container Chassis,No,No,Yes,No,Nil,No,29.26,7418
661,Sulphuric Acid,181,14,205,2,50,No,0,0,Manchester,59,England,WGCC,,Carlisle,,England,Trameri,,Very Urgent,Tank,No,No,No,Yes,Class 8- Corrosive substances,No,34.76,7726
731,Wood Shavings,201,4,418,5,28,No,0,0,Manchester,59,England,Treeet,,Felixstowe,,England,Tradeaux,,Normal,Bulk Carriers,No,No,No,No,Nil,No,7.36,3675
728,Wood Bark,214,6,303,15,26,Yes,370,995,Manchester,59,England,Treeet,,Amsterdam,,Netherlands,Stokes,,Urgent,Bulk Carriers,No,No,No,No,Nil,No,7.95,4005
192,Logs,13,22,1090,16,59,No,0,0,Bialystok,6,Poland,Treeet,,Frankfurt,,Germany,Tradeaux,,Normal,Flatbeds,No,No,No,No,Nil,No,26.69,29697
642,Iron Pipes,31,18,261,4,22,No,0,0,Bialystok,6,Poland,ITCC,,Lodz,,Poland,LKW,,Very Urgent,Flatbeds,No,No,No,No,Nil,No,29.88,8399
576,Apples,51,9,782,12,7,No,0,0,Bialystok,6,Poland,transinet,,Dresden,,Germany,Sell Plan,,Normal,Container Chassis,No,No,No,No,Nil,No,13.37,11053
66,Empty Pallets,53,21,1441,21,11,No,0,0,Bialystok,6,Poland,Treeet,,Zurich,,Switzerland,Posped,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,30.8,44061
72,Floor Pannels,59,19,1487,22,5,No,0,0,Bialystok,6,Poland,transinet,,Lille,,France,Tradeaux,,Urgent,Low bed,No,No,No,No,Nil,No,28.38,42806
553,Wooden Beams,115,21,393,7,9,No,0,0,Bialystok,6,Poland,Treeet,,Gdansk,,Poland,Euro Acers,,Normal,Curtainsiders,No,No,No,No,Nil,No,28.06,11628
288,Canned Beef,151,21,814,12,30,No,0,0,Bialystok,6,Poland,transinet,,Rostock,,Germany,Sell Plan,,Normal,Refrigerated,No,No,No,No,Nil,No,27.19,22734
523,Metal Beams,167,24,446,7,5,No,0,0,Bialystok,6,Poland,ITCC,,Katowice,,Poland,Stein Brunch,,Normal,Flatbeds,No,No,No,No,Nil,No,27.34,12794
480,Cottage Cheese,191,18,419,7,14,No,0,0,Bialystok,6,Poland,Euro Acers,,Krakow,,Poland,Tradeaux,,Urgent,Curtainsiders,No,No,No,No,Nil,No,33.05,14447
577,Coal,204,21,782,12,3,No,0,0,Bialystok,6,Poland,transinet,,Dresden,,Germany,Transinet,,Normal,Bulk Carriers,No,No,No,No,Nil,No,13.32,11019
564,Logs,13,22,390,13,41,Yes,207,960,Felixstowe,29,England,Treeet,,Groningen,,Netherlands,Euro Acers,,Normal,Flatbeds,No,No,No,No,Nil,No,25.12,11356
21,Cheese,18,18,1472,20,45,Yes,60,300,Felixstowe,29,England,Tradeaux,,Verona,,Italy,Posped,,Very Urgent,Refrigerated,No,No,No,No,Nil,No,37.84,56596
52,Steel Cord,19,14,1582,22,58,Yes,60,300,Felixstowe,29,England,LKW,,Garz,,Austria,RTLOG,,Normal,Curtainsiders,No,No,No,No,Nil,No,28.95,46694
35,Train Undercarriage,25,20,1003,13,40,Yes,60,300,Felixstowe,29,England,Tradeaux,,Lyon,,France,Tradeaux,,Urgent,Low bed,Yes,No,No,No,Nil,No,50.19,51239
39,Reservior Tank,34,11,1231,19,0,Yes,60,300,Felixstowe,29,England,Tradeaux,,Lyon,,France,Tradeaux,,Urgent,Flatbeds,Yes,No,No,No,Nil,No,50.1,51239
265,Excavator Volvo EW240E MH,45,26,610,8,54,Yes,60,300,Felixstowe,29,England,Treeet,,Liege,,Belgium,Treeet,,Normal,Low bed,Yes,Yes,No,No,Nil,No,38.65,24474
339,Empty Pallets,53,22,626,9,5,Yes,60,300,Felixstowe,29,England,Treeet,,Luxembourg,,Luxembourg,LKW,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,30.21,19809
677,Empty Pallets,53,22,221,4,46,Yes,49,384,Felixstowe,29,England,LKW,,Calasis,,France,Stokes,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,27.87,7143
402,Lumber,118,17,679,9,3,No,0,0,Felixstowe,29,England,Treeet,,Edinburgh,,England,Sand Builders,,Urgent,Flatbeds,No,No,No,No,Nil,No,24.63,17326
727,Juice Concentrate,133,23,163,2,13,No,0,0,Felixstowe,29,England,Tradeaux,,London,,England,Posped,,Normal,Tank,No,No,No,No,Nil,No,21.11,4041
473,Chemical Sorbent,141,4,1030,15,4,Yes,60,300,Felixstowe,29,England,Tradeaux,,Stuttgart,,Germany,LKW,,Very Urgent,Container Chassis,No,No,No,No,Nil,No,13.51,14818
516,Goat Cheese,162,15,423,5,33,No,0,0,Felixstowe,29,England,LKW,,Manchester,,England,LKW,,Normal,Curtainsiders,No,No,No,No,Nil,No,29.37,13022
443,Tableware,184,16,384,13,36,Yes,207,960,Felixstowe,29,England,LKW,,Groningen,,England,Sell Plan,,Normal,Curtainsiders,No,No,Yes,No,Nil,No,26.69,15648
718,Wood Bark,214,6,406,13,56,Yes,207,960,Felixstowe,29,England,Treeet,,Osnabruck,,Germany,Euro Acers,,Normal,Bulk Carriers,No,No,No,No,Nil,No,7.36,4548
719,Reinforcing Bars,222,21,129,9,59,Yes,207,960,Felixstowe,29,England,LKW,,Rotterdam,,Netherlands,Transinet,,Normal,Flatbeds,No,No,No,No,Nil,No,23.06,4535
15,Helicopter- 1808TX,14,3,1063,15,24,Yes,60,300,Frankfurt,30,Germany,Tradeaux,,Brimingham,,England,Posped,,Normal,Low bed,Yes,No,Yes,No,Nil,No,58.4,62979
232,Train Undercarriage,25,20,537,7,56,No,0,0,Frankfurt,30,Germany,Tradeaux,,Brussels,,Belgium,Transinet,,Urgent,Low bed,Yes,No,No,No,Nil,No,47.88,26310
582,Oil,26,23,265,4,4,No,0,0,Frankfurt,30,Germany,Tradeaux,,Dortmund,,Germany,Treeet,,Urgent,Tank,No,No,No,Yes,Class 3- Flammable Liquids,No,39.11,10965
502,Empty Pallets,53,22,519,7,54,No,0,0,Frankfurt,30,Germany,Kaarfor,,Hamburg,,Germany,Transinet,,Normal,Container Chassis,No,No,No,No,Nil,No,24.77,13457
377,Ventilation Shaft,55,4,490,7,42,No,0,0,Frankfurt,30,Germany,WGCC,,Berlin ,,Germany,Sand Builders,,Very Urgent,Flatbeds,No,No,No,No,Nil,No,36.49,18482
618,Used Packaging,63,20,369,6,26,No,0,0,Frankfurt,30,Germany,Kaarfor,,Luxembourg,,Luxembourg,LKW,,Normal,Curtainsiders,No,No,No,No,Nil,No,23.68,9338
374,Sawdust Pannels,91,21,532,7,56,No,0,0,Frankfurt,30,Germany,Treeet,,Amsterdam,,Netherlands,LKW,,Urgent,Curtainsiders,No,No,No,No,Nil,No,33.84,18602
234,Wooden Beams,115,21,858,12,55,No,0,0,Frankfurt,30,Germany,Treeet,,Krakow,,Poland,Euro Acers,,Normal,Curtainsiders,No,No,No,No,Nil,No,29.83,26190
244,Penaut Butter,134,19,764,11,36,No,0,0,Frankfurt,30,Germany,Tradeaux,,Katowice,,Poland,Stokes,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,32.98,25798
292,Potassium  Hyderoxide,152,19,524,7,48,No,0,0,Frankfurt,30,Germany,WGCC,,Salzburg,,Austria,RTLOG,,Normal,Tank,No,No,No,Yes,Class 8- Corrosive substances,No,41.5,22344
729,Wood Shavings,201,4,413,6,30,No,0,0,Frankfurt,30,Germany,Treeet,,Dresden,,Germany,Transinet,,Normal,Silo,No,No,No,No,Nil,No,8.18,3977
19,Articulated Hauler Volvo A25G,16,25,1306,18,41,No,0,0,Klagenfurt,44,Austria,Tradeaux,,Paris,,France,Lisette Logistics,,Urgent,Low bed,Yes,Yes,No,No,Nil,No,43.91,57950
365,Crawl Tractor,23,13,426,6,24,No,0,0,Klagenfurt,44,Austria,Treeet,,Innsbruck,,Austria,RTLOG,,Very Urgent,Low bed,Yes,No,No,No,Nil,No,43.11,18964
201,Fuel Tanker,27,9,762,11,13,No,0,0,Klagenfurt,44,Austria,Kathode,,Lodz,,Poland,Posped,,Urgent,Tank,No,No,No,Yes,Class 3- Flammable Liquids,No,37.18,28933
204,Reservior Tank,34,11,742,10,52,No,0,0,Klagenfurt,44,Austria,Trameri,,Lodz,,Poland,Posped,,Very Urgent,Flatbeds,No,No,No,No,Nil,No,38.02,28809
153,Used Plastics,35,9,1322,19,8,No,0,0,Klagenfurt,44,Austria,Tradeaux,,Calasis,,France,Stokes,,Urgent,Curtainsiders,No,No,No,No,Nil,No,24.58,33098
674,Used Plastics,35,3,598,9,11,No,0,0,Klagenfurt,44,Austria,Sell Plan,,Debrecen,,Hungary,Transinet,,Very Urgent,Container Chassis,No,No,No,No,Nil,No,11.26,7334
42,Dry milk,36,18,1396,20,44,Yes,60,300,Klagenfurt,44,Austria,Euro Acers,,London,,England,Sell Plan,,Urgent,Curtainsiders,No,No,No,No,Nil,No,34.53,49104
157,Roofing Felt,52,19,899,13,51,No,0,0,Klagenfurt,44,Austria,Trameri,,Lublin,,Poland,Posped,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,35.67,32664
73,Watermelons,60,20,1148,17,18,No,0,0,Klagenfurt,44,Austria,Euro Acers,,Olsztyn,,Poland,Euro Goodies,,Very Urgent,Refrigerated,No,No,No,No,Nil,No,36.62,42641
635,Used Packaging,63,20,347,5,6,No,0,0,Klagenfurt,44,Austria,Sell Plan,,Brno,,Czech Republic,LKW,,Normal,Curtainsiders,No,No,No,No,Nil,No,22.94,8559
139,Roof Tiles,64,20,942,13,48,No,0,0,Klagenfurt,44,Austria,Trameri,,Geneva,,Switzerland,Posped,,Very Urgent,Container Chassis,No,No,No,No,Nil,No,35.61,34142
90,Low Bed Semi Trailers,72,17,1003,16,1,No,0,0,Klagenfurt,44,Austria,Kathode,,Lyon,,France,Trameri,,Urgent,Low bed,No,No,No,No,Nil,No,36,40604
309,Salt & Spices,84,16,753,11,38,No,0,0,Klagenfurt,44,Austria,Euro Goodies,,Strasbourg,,France,Posped,,Normal,Curtainsiders,No,No,No,No,Nil,No,27.41,21237
123,Containerized Trees,90,4,981,14,19,No,0,0,Klagenfurt,44,Austria,Euro Acers,,Reims,,France,Kaarfor,,Urgent,Curtainsiders,No,No,No,No,Nil,No,35.75,35670
725,Brake Fluids,143,2,347,5,6,No,0,0,Klagenfurt,44,Austria,Tradeaux,,Brno,,Czech Republic,LKW,,Normal,Container Chassis,No,No,No,No,Nil,No,10.6,4290
557,Lamb Stomachs,170,13,370,5,28,No,0,0,Klagenfurt,44,Austria,Tradeaux,,Venice,,Italy,Sell Plan,,Normal,Refrigerated,No,No,No,No,Nil,No,29.3,11553
738,Wood Shavings,201,4,191,3,1,No,0,0,Klagenfurt,44,Austria,Treeet,,klagenfurt,,Austria,Tradeaux,,Very Urgent,Bulk Carriers,No,No,No,No,Nil,No,8.28,2181
580,Olive Oil,206,27,313,4,45,No,0,0,Klagenfurt,44,Austria,Euro Goodies,,Salzburg,,Austria,RTLOG,,Normal,Tank,No,Yes,No,No,Nil,No,33.24,11004
247,Articulated Hauler Volvo A25G,16,25,594,8,44,No,0,0,Kiel,43,Germany,Stokes,,Rotterdam,,Netherlands,Transinet,,Urgent,Low bed,Yes,Yes,No,No,Nil,No,41.93,25509
128,Atlantic Cod Fillet,75,16,1025,15,32,No,0,0,Kiel,43,Germany,Euro Goodies,,Vienna,,Austria,Euro Goodies,,Urgent,Refrigerated,No,No,No,No,Nil,No,33.86,35302
380,Canned Beans,89,16,644,9,38,No,0,0,Kiel,43,Germany,Stokes,,Liege,,Belgium,Stokes,,Normal,Curtainsiders,No,No,No,No,Nil,No,27.55,19344
133,Disinfectant,95,16,1018,14,58,No,0,0,Kiel,43,Germany,Posped,,Linz,,Austria,RTLOG,,Urgent,Curtainsiders,No,No,No,No,Nil,No,33.4,34499
137,Pork,98,18,1140,16,53,No,0,0,Kiel,43,Germany,Posped,,Geneva,,Switzerland,Posped,,Normal,Refrigerated,No,No,No,No,Nil,No,29.49,34217
559,Tomatoes,117,18,346,5,21,No,0,0,Kiel,43,Germany,Euro Goodies,,Osnabruck,,Germany,Sell Plan,,Urgent,Refrigerated,No,No,No,No,Nil,No,31.5,11498
196,Plastic Flim Rolls,124,18,1001,14,40,No,0,0,Kiel,43,Germany,Stokes,,Paris,,France,Tradeaux,,Urgent,Curtainsiders,No,No,No,No,Nil,No,28.96,29584
723,Wind Turbine Tower,223,9,157,2,49,No,0,0,Kiel,43,Germany,Posped,,Hamburg,,Germany,LKW,,Very Urgent,Low bed,No,No,No,No,Nil,No,23.75,4328
55,Kerosene,17,23,725,10,30,No,0,0,Munich,63,Germany,WGCC,,Budapest,,Hungary,NBFC,,Very Urgent,Tank,No,No,No,Yes,Class 3- Flammable Liquids,No,63.02,46287
350,Mercury Chloride ,33,7,959,13,55,No,0,0,Munich,63,Germany,WGCC,,Calasis,,France,NBFC,,Urgent,Tank,No,No,No,Yes,Class 6- Toxic & Infectious substances,No,19.77,19564
565,Used Plastics,35,9,474,7,2,No,0,0,Munich,63,Germany,Kaarfor,,Verona,,Italy,Posped,,Urgent,Curtainsiders,No,No,No,No,Nil,No,22.66,11343
252,Watermelons,60,20,755,11,55,No,0,0,Munich,63,Germany,Euro Goodies,,Pecs,,Hungary,Tradeaux,,Urgent,Curtainsiders,No,No,No,No,Nil,No,32.68,25274
369,Used Packaging,63,20,748,11,11,No,0,0,Munich,63,Germany,Kaarfor,,Hamburg,,Germany,Transinet,,Normal,Curtainsiders,No,No,No,No,Nil,No,24.43,18870
337,White Phosphorus,163,10,480,7,18,No,0,0,Munich,63,Germany,WGCC,,Bratislava,,Slovakia,WGCC,,Very Urgent,Tank,No,No,Yes,Yes,Class 4- Flammable Solids,No,40.14,19866
461,High-Tech Device,174,45,249,4,2,No,0,0,Munich,63,Germany,Government,,Salzburg,,Austria,Government,,Normal,Low bed,Yes,Yes,No,No,Nil,Yes,58.15,15126
460,Boiler Part,176,45,249,4,2,No,0,0,Munich,63,Germany,Government,,Salzburg,,Austria,Government,,Normal,Low bed,Yes,Yes,No,No,Nil,Yes,58.15,15126
492,Pesto,193,18,444,6,39,No,0,0,Munich,63,Germany,Euro Goodies,,Bern,,Switzerland,Kaarfor,,Normal,Curtainsiders,No,No,No,No,Nil,No,29.84,13848
22,Steel Cord,19,14,1640,23,28,Yes,60,300,Sheffield,82,England,transinet,,Linz,,Austria,RTLOG,,Very Urgent,Curtainsiders,No,No,No,No,Nil,No,33.78,56307
356,Used Plastics,35,7,938,13,35,Yes,60,300,Sheffield,82,England,Sell Plan,,Dusseldorf,,Germany,Stokes,,Normal,Container Chassis,No,No,No,No,Nil,No,19.63,19313
381,Tracks,47,11,433,7,38,Yes,49,384,Sheffield,82,England,Stein Brunch,,Calasis,,France,Stokes,,Very Urgent,Low bed,No,No,No,No,Nil,No,39.67,18162
561,Ventilation Shaft,55,4,327,4,22,No,0,0,Sheffield,82,England,ITCC,,Felixstowe,,England,LKW,,Urgent,Flatbeds,No,No,No,No,Nil,No,32.22,11462
704,Driller - D-50,57,8,121,1,47,No,0,0,Sheffield,82,England,Stein Brunch,,Grimsby,,England,Tradeaux,,Normal,Low bed,Yes,No,No,No,Nil,No,40.32,5479
664,Floor Pannels,59,21,282,3,44,No,0,0,Sheffield,82,England,ITCC,,London,,England,Posped,,Normal,Low bed,No,No,No,No,Nil,No,25,7649
208,Used Packaging,63,20,1091,15,36,Yes,60,300,Sheffield,82,England,Sell Plan,,Osnabruck,,Germany,Transinet,,Normal,Curtainsiders,No,No,No,No,Nil,No,35.17,28360
514,Maple Syrup,80,17,445,6,0,No,0,0,Sheffield,82,England,transinet,,Glasgow,,England,Euro Goodies,,Normal,Curtainsiders,No,No,No,No,Nil,No,28.18,13141
481,Asphalt Miller- AM0880,97,44,332,5,9,No,0,0,Sheffield,82,England,transinet,,Cardiff,,England,Stokes,,Normal,Low bed,Yes,Yes,No,No,Nil,No,41.69,14440
305,Large Tubes,100,22,591,8,23,No,0,0,Sheffield,82,England,ITCC,,Aberdeen,,England,NBFC,,Very Urgent,Flatbeds,No,No,No,No,Nil,No,35.1,21343
600,Massive Tech Part,156,44,152,2,26,No,0,0,Sheffield,82,England,Government,,Birmingham,,England,Government,,Normal,Low bed,Yes,Yes,No,No,Nil,Yes,62.99,10177
643,Huge Tiers,158,20,152,2,26,No,0,0,Sheffield,82,England,Government,,Birmingham,,England,Government,,Normal,Low bed,Yes,No,No,No,Nil,Yes,50.88,8336
434,Stones,182,23,1162,15,56,Yes,60,300,Sheffield,82,England,Stein Brunch,,Lyon,,France,Batisse,,Normal,Bulk Carriers,No,No,No,No,Nil,No,12.95,15953
326,Steel Cord,19,14,672,9,18,No,0,0,Luxembourg,56,Luxembourg,LKW,,Milan,,Italy,Spinelli,,Urgent,Curtainsiders,No,No,No,No,Nil,No,29.43,20376
58,Metal Coil,46,24,1232,19,40,No,0,0,Luxembourg,56,Luxembourg,ITCC,,Gandnsk,,Poland,BCP,,Very Urgent,Low bed,Yes,No,No,No,Nil,No,36.7,45811
126,Tracks,47,11,850,12,14,Yes,60,300,Luxembourg,56,Luxembourg,LKW,,Sheffield,,England,Stein Brunch,,Very Urgent,Low bed,No,No,No,No,Nil,No,40.72,35514
